"STEIG_ID";"FK_LINIEN_ID";"FK_HALTESTELLEN_ID";"RICHTUNG";"REIHENFOLGE";"RBL_NUMMER";"BEREICH";"STEIG";"STEIG_WGS84_LAT";"STEIG_WGS84_LON";"STAND"
214688403;214432883;214470710;"R";28;"";"";"";48.2222722482953;15.6386180676384;""
214688404;214432883;214467866;"R";29;"";"";"";48.2233196054793;15.6407560580147;""
214688434;214432885;214470756;"H";1;"";"";"";48.2266710044575;15.633551569436;""
214688435;214432885;214469186;"H";2;"";"";"";48.2204527882958;15.6278113347705;""
214688436;214432885;214469206;"H";3;"";"";"";48.21561055503;15.6253858835034;""
214688437;214432885;214466092;"H";4;"";"";"";48.2135274757381;15.6248379111801;""
214688438;214432885;214469187;"H";5;"";"";"";48.2109833702745;15.6250624900011;""
214688439;214432885;214463916;"H";6;"";"";"";48.2094927650575;15.6248648606386;""
214688440;214432885;214463796;"H";7;"";2;"A";48.2075890374744;15.6240833263414;""
214688441;214432885;214463796;"H";8;"";2;"A";48.2075890374744;15.6240833263414;""
214688442;214432885;214469147;"H";9;"";"";"";48.2065353716606;15.6295271169632;""
214688443;214432885;214466091;"H";10;"";0;"vHbf";48.2050087151219;15.6305781458456;""
214688444;214432885;214465601;"H";11;"";0;"2";48.2038891380724;15.6333000411565;""
214688445;214432885;214465603;"H";12;"";0;"SB-S";48.2002668093677;15.6326263046934;""
214688446;214432885;214470759;"H";13;"";"";"";48.1960753656012;15.6410614852113;""
214688447;214432885;214468086;"H";14;"";"";"";48.1942549746509;15.6408997884601;""
214688448;214432885;214469228;"H";15;"";"";"";48.1861702203362;15.6426065874999;""
214688449;214432885;214468087;"H";16;"";"";"";48.1842895835332;15.6422831939977;""
214688450;214432885;214468088;"H";17;"";"";"";48.18349897676;15.6388875622237;""
214688451;214432885;214468089;"H";18;"";"";"";48.1812229194807;15.6376299208259;""
214688452;214432885;214468091;"H";19;"";"";"";48.1774432432315;15.6360578690787;""
214688453;214432885;214468090;"H";20;"";"";"";48.1770179373369;15.6399745237175;""
214688454;214432885;214550445;"H";21;"";"";"";48.17438815071;15.6403877487482;""
214688455;214432885;214468123;"H";22;"";"";"";48.1693857924845;15.6386540002498;""
214688456;214432885;214470778;"H";23;"";"";"";48.16449678891;15.6374412746163;""
214688457;214432885;214468152;"H";24;"";"";"";48.1607758010986;15.6384833203458;""
214688487;214432885;214468152;"R";1;"";"";"";48.1607758010986;15.6384833203458;""
214688488;214432885;214470778;"R";2;"";"";"";48.16449678891;15.6374412746163;""
214688489;214432885;214468123;"R";3;"";"";"";48.1693857924845;15.6386540002498;""
214688490;214432885;214550445;"R";4;"";"";"";48.17438815071;15.6403877487482;""
214688491;214432885;214468090;"R";5;"";"";"";48.1770179373369;15.6399745237175;""
214688492;214432885;214468091;"R";6;"";"";"";48.1774432432315;15.6360578690787;""
214688493;214432885;214468089;"R";7;"";"";"";48.1812229194807;15.6376299208259;""
214688494;214432885;214468088;"R";8;"";"";"";48.18349897676;15.6388875622237;""
214688495;214432885;214468087;"R";9;"";"";"";48.1842895835332;15.6422831939977;""
214688496;214432885;214469228;"R";10;"";"";"";48.1861702203362;15.6426065874999;""
214688497;214432885;214468086;"R";11;"";"";"";48.1942549746509;15.6408997884601;""
214688498;214432885;214470759;"R";12;"";"";"";48.1960753656012;15.6410614852113;""
214688499;214432885;214465603;"R";13;"";0;"SB-N";48.1990213876002;15.6327790182917;""
214688500;214432885;214469160;"R";14;"";"";"";48.2014223899845;15.6330125802655;""
214688501;214432885;214465601;"R";15;"";0;"2";48.2038891380724;15.6333000411565;""
214688502;214432885;214466091;"R";16;"";0;"nHbf";48.2046015990262;15.6312788317672;""
214688503;214432885;214469147;"R";17;"";"";"";48.2065353716606;15.6295271169632;""
214688504;214432885;214463796;"R";18;"";2;"B";48.2076848242007;15.6240833263414;""
214688505;214432885;214463796;"R";19;"";2;"B";48.2076848242007;15.6240833263414;""
214688506;214432885;214463916;"R";20;"";"";"";48.2094927650575;15.6248648606386;""
214688507;214432885;214469187;"R";21;"";"";"";48.2109833702745;15.6250624900011;""
214688508;214432885;214466092;"R";22;"";"";"";48.2135274757381;15.6248379111801;""
214688509;214432885;214469206;"R";23;"";"";"";48.21561055503;15.6253858835034;""
214688510;214432885;214469186;"R";24;"";"";"";48.2204527882958;15.6278113347705;""
214688511;214432885;214470756;"R";25;"";"";"";48.2266710044575;15.633551569436;""
214688541;214432887;214467866;"H";1;"";"";"";48.2233196054793;15.6407560580147;""
214688542;214432887;214467984;"H";2;"";"";"";48.2207879568391;15.6429479473079;""
214688543;214432887;214467998;"H";3;"";"";"";48.2146528279493;15.6383216235947;""
214688544;214432887;214468019;"H";4;"";"";"";48.2118513734031;15.6367944876117;""
214688545;214432887;214468023;"H";5;"";"";"";48.2083912457749;15.6346654803883;""
214688546;214432887;214469147;"H";6;"";"";"";48.2065353716606;15.6295271169632;""
214688547;214432887;214463796;"H";7;"";2;"B";48.2076848242007;15.6240833263414;""
214688548;214432887;214463796;"H";8;"";2;"B";48.2076848242007;15.6240833263414;""
214688549;214432887;214466133;"H";9;"";0;"1";48.2055714879257;15.620202604314;""
214688550;214432887;214466131;"H";10;"";0;"1";48.2025719572717;15.6209841386112;""
214688551;214432887;214468257;"H";11;"";"";"";48.1977879112;15.6209122733885;""
214688552;214432887;214466129;"H";12;"";"";"";48.1957699755818;15.619070727056;""
214688553;214432887;214468216;"H";13;"";"";"";48.1947160666328;15.6173549448633;""
214688554;214432887;214469157;"H";14;"";"";"";48.1934824865771;15.6163308654394;""
214688555;214432887;214469159;"H";15;"";"";"";48.1898833769908;15.61522593764;""
214688556;214432887;214468795;"H";16;"";"";"";48.1878232071674;15.6141838919104;""
214688557;214432887;214468255;"H";17;"";"";"";48.1871165019304;15.610527748704;""
214688558;214432887;214468024;"H";18;"";"";"";48.1850023170661;15.6100606247563;""
214688559;214432887;214468256;"H";19;"";"";"";48.1851939748126;15.6139593130894;""
214688560;214432887;214468029;"H";20;"";0;"1";48.1831216374102;15.6162679833696;""
214688561;214432887;214470692;"H";21;"";0;"1";48.179947085279;15.615962556173;""
214688562;214432887;214465219;"H";22;"";2;"1";48.1716444026709;15.6154594996138;""
214688563;214432887;214468144;"H";23;"";"";"";48.1718121469391;15.6133304923905;""
214688564;214432887;214468145;"H";24;"";"";"";48.1718780463229;15.60956655135;""
214688592;214432887;214468145;"R";1;"";"";"";48.1718780463229;15.60956655135;""
214688593;214432887;214468146;"R";2;"";"";"";48.1733098392978;15.6120279352285;""
214688594;214432887;214468144;"R";3;"";"";"";48.1718121469391;15.6133304923905;""
214688595;214432887;214465219;"R";4;"";2;"2";48.171638411794;15.6156301795178;""
214688596;214432887;214470692;"R";5;"";0;"2";48.179947085279;15.6161332360769;""
214688597;214432887;214468256;"R";6;"";"";"";48.1851939748126;15.6139593130894;""
214688598;214432887;214468024;"R";7;"";"";"";48.1850023170661;15.6100606247563;""
214688599;214432887;214468255;"R";8;"";"";"";48.1871165019304;15.610527748704;""
214688600;214432887;214469159;"R";9;"";"";"";48.1898833769908;15.61522593764;""
214688601;214432887;214469157;"R";10;"";"";"";48.1934824865771;15.6163308654394;""
214688602;214432887;214468216;"R";11;"";"";"";48.1947160666328;15.6173549448633;""
214688603;214432887;214466128;"R";12;"";"";"";48.1960514135086;15.6213704141834;""
214688604;214432887;214469222;"R";13;"";"";"";48.202080999399;15.621900420201;""
214688605;214432887;214469223;"R";14;"";"";"";48.2044818583823;15.6220441506464;""
214688606;214432887;214466133;"R";15;"";0;"2";48.2055235926087;15.6203643010651;""
214688607;214432887;214463796;"R";16;"";2;"A";48.2075890374744;15.6240833263414;""
214688608;214432887;214463796;"R";17;"";2;"A";48.2075890374744;15.6240833263414;""
214688609;214432887;214469147;"R";18;"";"";"";48.2065353716606;15.6295271169632;""
214688610;214432887;214468023;"R";19;"";"";"";48.2083912457749;15.6346654803883;""
214688611;214432887;214468019;"R";20;"";"";"";48.2118513734031;15.6367944876117;""
214688612;214432887;214467998;"R";21;"";"";"";48.2146528279493;15.6383216235947;""
214688613;214432887;214467984;"R";22;"";"";"";48.2207879568391;15.6429479473079;""
214688614;214432887;214467866;"R";23;"";"";"";48.2233196054793;15.6407560580147;""
214688655;214432889;214468241;"H";1;"";"";"";48.2139045912026;15.6118931879359;""
214688656;214432889;214469141;"H";2;"";"";"";48.2151316937289;15.6130340483467;""
214688657;214432889;214468240;"H";3;"";"";"";48.2168316310763;15.6149833925133;""
214688658;214432889;214468239;"H";4;"";"";"";48.2157362553794;15.6163847643565;""
214688659;214432889;214468238;"H";5;"";"";"";48.2136771250643;15.6178310519639;""
214688660;214432889;214468237;"H";6;"";"";"";48.21452712494;15.6203553179123;""
214688661;214432889;214469155;"H";7;"";"";"";48.2152154947799;15.6224034767601;""
214688662;214432889;214466092;"H";8;"";"";"";48.2135274757381;15.6248379111801;""
214688663;214432889;214468245;"H";9;"";"";"";48.2127911946835;15.6271196320017;""
214688664;214432889;214466135;"H";10;"";"";"";48.2101752162044;15.6262482661761;""
214688665;214432889;214463916;"H";11;"";"";"";48.2094927650575;15.6248648606386;""
214688666;214432889;214463796;"H";12;"";2;"A";48.2075890374744;15.6240833263414;""
214688667;214432889;214463796;"H";13;"";2;"A";48.2075890374744;15.6240833263414;""
214688668;214432889;214469147;"H";14;"";"";"";48.2065353716606;15.6295271169632;""
214688669;214432889;214466091;"H";15;"";0;"vHbf";48.2050087151219;15.6305781458456;""
214688670;214432889;214465601;"H";16;"";0;"1";48.2042782986451;15.6328778329729;""
214688671;214432889;214468220;"H";17;"";"";"";48.2049907541859;15.6395433323811;""
214688672;214432889;214469152;"H";18;"";"";"";48.2082236211984;15.642660486417;""
214688673;214432889;214469145;"H";19;"";"";"";48.2087205067387;15.6456249268546;""
214688674;214432889;214468222;"H";20;"";"";"";48.2089420083777;15.6508980375724;""
214688675;214432889;214468236;"H";21;"";"";"";48.2115640360655;15.6523982240968;""
214688676;214432889;214468223;"H";22;"";"";"";48.2133359239623;15.6494517499649;""
214688677;214432889;214468224;"H";23;"";"";"";48.2154668971099;15.652559920848;""
214688678;214432889;214468046;"H";24;"";"";"";48.2201834548404;15.6636810640654;""
214688679;214432889;214468067;"H";25;"";"";"";48.2222722482953;15.6683523035428;""
214688680;214432889;214468047;"H";26;"";"";"";48.2255878084319;15.6737601615532;""
214688681;214432889;214469150;"H";27;"";"";"";48.2283226846533;15.6775690183579;""
214688682;214432889;214469143;"H";28;"";"";"";48.2344501918041;15.6890405045361;""
214688683;214432889;214468051;"H";29;"";"";"";48.2371187790154;15.6938285250004;""
214688684;214432889;214468069;"H";30;"";"";"";48.2390752556434;15.6979517921545;""
214688685;214432889;214469144;"H";31;"";"";"";48.2399009022286;15.6957958354727;""
214688686;214432889;214468071;"H";32;"";"";"";48.2391949153944;15.6935859798737;""
214688687;214432889;214468082;"H";33;"";"";"";48.2438913395401;15.6915647704845;""
214688688;214432889;214465414;"H";34;"";"";"";48.2547841867972;15.6863365755309;""
214688689;214432889;214468161;"H";35;"";"";"";48.2612075460484;15.6884476164486;""
214688722;214432889;214468161;"R";1;"";"";"";48.2612075460484;15.6884476164486;""
214688723;214432889;214465414;"R";2;"";"";"";48.2547841867972;15.6863365755309;""
214688724;214432889;214468082;"R";3;"";"";"";48.2438913395401;15.6915647704845;""
214688725;214432889;214468071;"R";4;"";"";"";48.2391949153944;15.6935859798737;""
214688726;214432889;214469144;"R";5;"";"";"";48.2399009022286;15.6957958354727;""
214688727;214432889;214468069;"R";6;"";"";"";48.2390752556434;15.6979517921545;""
214688728;214432889;214468051;"R";7;"";"";"";48.2371187790154;15.6938285250004;""
214688729;214432889;214469143;"R";8;"";"";"";48.2344501918041;15.6890405045361;""
214688730;214432889;214469150;"R";9;"";"";"";48.2283226846533;15.6775690183579;""
214688731;214432889;214468047;"R";10;"";"";"";48.2255878084319;15.6737601615532;""
214688732;214432889;214468067;"R";11;"";"";"";48.2222722482953;15.6683523035428;""
214688733;214432889;214468046;"R";12;"";"";"";48.2201834548404;15.6636810640654;""
214688734;214432889;214468224;"R";13;"";"";"";48.2154668971099;15.652559920848;""
214688735;214432889;214468223;"R";14;"";"";"";48.2133359239623;15.6494517499649;""
214688736;214432889;214468236;"R";15;"";"";"";48.2115640360655;15.6523982240968;""
214688737;214432889;214468222;"R";16;"";"";"";48.2089420083777;15.6508980375724;""
214688738;214432889;214469145;"R";17;"";"";"";48.2087205067387;15.6456249268546;""
214688739;214432889;214469152;"R";18;"";"";"";48.2082236211984;15.642660486417;""
214688740;214432889;214468220;"R";19;"";"";"";48.2049907541859;15.6395433323811;""
214688741;214432889;214466091;"R";20;"";0;"nHbf";48.2046015990262;15.6312788317672;""
214688742;214432889;214469147;"R";21;"";"";"";48.2065353716606;15.6295271169632;""
214688743;214432889;214463796;"R";22;"";2;"B";48.2076848242007;15.6240833263414;""
214688744;214432889;214463796;"R";23;"";2;"B";48.2076848242007;15.6240833263414;""
214688745;214432889;214468070;"R";24;"";"";"";48.2082595407967;15.6189539460691;""
214688746;214432889;214468244;"R";25;"";"";"";48.209211400972;15.6145252517184;""
214688747;214432889;214468243;"R";26;"";"";"";48.2099297742953;15.6104109677171;""
214688748;214432889;214468242;"R";27;"";"";"";48.2123362515043;15.6094497703631;""
214688749;214432889;214468241;"R";28;"";"";"";48.2139045912026;15.6118931879359;""
214688779;214432891;214470710;"H";1;"";"";"";48.2222722482953;15.6386180676384;""
214688780;214432891;214468201;"H";2;"";"";"";48.2226911937406;15.6350068401963;""
214688781;214432891;214468202;"H";3;"";"";"";48.2196567542104;15.6337402156457;""
214688782;214432891;214468203;"H";4;"";"";"";48.2165742498222;15.6317549388678;""
214688783;214432891;214468204;"H";5;"";"";"";48.2152274663474;15.6306050953041;""
214688784;214432891;214468245;"H";6;"";"";"";48.2127911946835;15.6271196320017;""
214688785;214432891;214470716;"H";7;"";"";"";48.2106002469719;15.6269130194864;""
214688786;214432891;214470723;"H";8;"";"";"";48.2086666278167;15.6294552517404;""
214688787;214432891;214463796;"H";9;"";2;"B";48.2076848242007;15.6240833263414;""
214688788;214432891;214463796;"H";10;"";2;"B";48.2076848242007;15.6240833263414;""
214688789;214432891;214466133;"H";11;"";0;"1";48.2055714879257;15.620202604314;""
214688790;214432891;214466131;"H";12;"";0;"1";48.2025719572717;15.6209841386112;""
214688791;214432891;214466262;"H";13;"";"";"";48.2000871830967;15.6219992348822;""
214688792;214432891;214466126;"H";14;"";"";"";48.1955424288937;15.6222866957732;""
214688793;214432891;214468253;"H";15;"";"";"";48.1931651043808;15.6224843251357;""
214688794;214432891;214466132;"H";16;"";"";"";48.1906379533545;15.622637038734;""
214688795;214432891;214468194;"H";17;"";"";"";48.1876854603011;15.6227358534152;""
214688796;214432891;214468234;"H";18;"";"";"";48.1854215674557;15.6217566897555;""
214688797;214432891;214468195;"H";19;"";"";"";48.1830617420198;15.6191964911958;""
214688798;214432891;214468196;"H";20;"";"";"";48.1790246313835;15.61924140696;""
214688799;214432891;214468207;"H";21;"";"";"";48.1777427523077;15.6170405345139;""
214688800;214432891;214468012;"H";22;"";"";"";48.17544247772;15.616187134994;""
214688801;214432891;214468144;"H";23;"";"";"";48.1718121469391;15.6133304923905;""
214688802;214432891;214468145;"H";24;"";"";"";48.1718780463229;15.60956655135;""
214688833;214432891;214468145;"R";1;"";"";"";48.1718780463229;15.60956655135;""
214688834;214432891;214468146;"R";2;"";"";"";48.1733098392978;15.6120279352285;""
214688835;214432891;214468144;"R";3;"";"";"";48.1718121469391;15.6133304923905;""
214688836;214432891;214468012;"R";4;"";"";"";48.17544247772;15.616187134994;""
214688837;214432891;214468207;"R";5;"";"";"";48.1777427523077;15.6170405345139;""
214688838;214432891;214468196;"R";6;"";"";"";48.1790246313835;15.61924140696;""
214688839;214432891;214468195;"R";7;"";"";"";48.1830617420198;15.6191964911958;""
214688840;214432891;214468234;"R";8;"";"";"";48.1854215674557;15.6217566897555;""
214688841;214432891;214468194;"R";9;"";"";"";48.1876854603011;15.6227358534152;""
214688842;214432891;214466132;"R";10;"";"";"";48.1906379533545;15.622637038734;""
214688843;214432891;214468253;"R";11;"";"";"";48.1931651043808;15.6224843251357;""
214688844;214432891;214466126;"R";12;"";"";"";48.1955424288937;15.6222866957732;""
214688845;214432891;214466262;"R";13;"";"";"";48.2000871830967;15.6219992348822;""
214688846;214432891;214469222;"R";14;"";"";"";48.202080999399;15.621900420201;""
214688847;214432891;214469223;"R";15;"";"";"";48.2044818583823;15.6220441506464;""
214688848;214432891;214466133;"R";16;"";0;"2";48.2055235926087;15.6203643010651;""
214688849;214432891;214463796;"R";17;"";2;"A";48.2075890374744;15.6240833263414;""
214688850;214432891;214463796;"R";18;"";2;"A";48.2075890374744;15.6240833263414;""
214688851;214432891;214470723;"R";19;"";"";"";48.2086666278167;15.6294552517404;""
214688852;214432891;214470716;"R";20;"";"";"";48.2106002469719;15.6269130194864;""
214688853;214432891;214468245;"R";21;"";"";"";48.2127911946835;15.6271196320017;""
214688854;214432891;214468204;"R";22;"";"";"";48.2152274663474;15.6306050953041;""
214688855;214432891;214468203;"R";23;"";"";"";48.2165742498222;15.6317549388678;""
214688856;214432891;214468202;"R";24;"";"";"";48.2196567542104;15.6337402156457;""
214688857;214432891;214468201;"R";25;"";"";"";48.2226911937406;15.6350068401963;""
214688858;214432891;214470710;"R";26;"";"";"";48.2222722482953;15.6386180676384;""
214688890;214432893;214470710;"H";1;"";"";"";48.2222722482953;15.6386180676384;""
214688891;214432893;214467984;"H";2;"";"";"";48.2207879568391;15.6429479473079;""
214688892;214432893;214468225;"H";3;"";"";"";48.2176336945929;15.6473676585058;""
214688893;214432893;214468224;"H";4;"";"";"";48.2154668971099;15.652559920848;""
214688894;214432893;214468226;"H";5;"";"";"";48.2154668971099;15.6536648486475;""
214688895;214432893;214469140;"H";6;"";"";"";48.2126116123324;15.6587313468499;""
214688896;214432893;214468227;"H";7;"";"";"";48.2098998422747;15.6554974118271;""
214688897;214432893;214468228;"H";8;"";"";"";48.2073076629296;15.6564855586396;""
214688898;214432893;214469151;"H";9;"";"";"";48.2062719518201;15.6528294154332;""
214688899;214432893;214468229;"H";10;"";"";"";48.2051284545342;15.6494158173536;""
214688900;214432893;214466444;"H";11;"";"";"";48.2038352540677;15.6457596741472;""
214688901;214432893;214468230;"H";12;"";"";"";48.2035658331942;15.6413758955607;""
214688902;214432893;214466091;"H";13;"";0;"nHbf";48.2046015990262;15.6312788317672;""
214688903;214432893;214469147;"H";14;"";"";"";48.2065353716606;15.6295271169632;""
214688904;214432893;214463796;"H";15;"";2;"B";48.2076848242007;15.6240833263414;""
214688905;214432893;214463796;"H";16;"";2;"B";48.2076848242007;15.6240833263414;""
214688906;214432893;214463916;"H";17;"";"";"";48.2094927650575;15.6248648606386;""
214688907;214432893;214469187;"H";18;"";"";"";48.2109833702745;15.6250624900011;""
214688908;214432893;214466092;"H";19;"";"";"";48.2135274757381;15.6248379111801;""
214688909;214432893;214469155;"H";20;"";"";"";48.2152154947799;15.6224034767601;""
214688910;214432893;214468237;"H";21;"";"";"";48.21452712494;15.6203553179123;""
214688911;214432893;214468238;"H";22;"";"";"";48.2136771250643;15.6178310519639;""
214688912;214432893;214468239;"H";23;"";"";"";48.2157362553794;15.6163847643565;""
214688913;214432893;214468240;"H";24;"";"";"";48.2168316310763;15.6149833925133;""
214688914;214432893;214469141;"H";25;"";"";"";48.2151316937289;15.6130340483467;""
214688915;214432893;214468241;"H";26;"";"";"";48.2139045912026;15.6118931879359;""
214688942;214432893;214468241;"R";1;"";"";"";48.2139045912026;15.6118931879359;""
214688943;214432893;214468242;"R";2;"";"";"";48.2123362515043;15.6094497703631;""
214688944;214432893;214468243;"R";3;"";"";"";48.2099297742953;15.6104109677171;""
214688945;214432893;214468244;"R";4;"";"";"";48.209211400972;15.6145252517184;""
